group,x,bin,isknot,mid,fit,cohort
BHS,60.436619718309856,8,0,0,59.37433290643367,1980s
BHS,68,9,0,0,56.181354667753304,1980s
BHS,74.93650793650794,10,0,0,70.37950268391455,1980s
BHS,4.285714285714286,1,0,0,47.84324371041255,1990s
BHS,12.444444444444445,2,0,0,34.651915039323114,1990s
BHS,19.358974358974358,3,0,0,32.42141063433038,1990s
BHS,25.72093023255814,4,0,0,47.093414464183674,1990s
BHS,33.86046511627907,5,0,0,51.00712575434426,1990s
BHS,41.8780487804878,6,0,0,63.74186838753879,1990s
BHS,48.95238095238095,7,0,0,64.66918899864659,1990s
BHS,56.282051282051285,8,0,0,65.80794783030055,1990s
BHS,62.95348837209303,9,0,0,64.46461562596441,1990s
BHS,70,10,0,0,81.4298447978529,1990s
BLZ,4,1,0,0,25.793659845103374,Before 1950s
BLZ,10.5,2,0,0,43.31779090660655,Before 1950s
BLZ,16.4,3,0,0,48.47453603690865,Before 1950s
BLZ,22.533333333333335,4,0,0,40.62993817949944,Before 1950s
BLZ,28.6,5,0,0,48.67075605770764,Before 1950s
BLZ,35,6,0,0,42.23890240385968,Before 1950s
BLZ,41.53333333333333,7,0,0,45.15509577943248,Before 1950s
BLZ,47.6,8,0,0,67.09660484616612,Before 1950s
BLZ,54.05882352941177,9,0,0,59.07247985115619,Before 1950s
BLZ,60.23076923076923,10,0,0,79.0041617635276,Before 1950s
BLZ,3.8636363636363638,1,0,0,38.93866475350356,1950s
BLZ,10.421052631578947,2,0,0,42.1128741470254,1950s
BLZ,17,3,0,0,45.371100778202546,1950s
BLZ,23.473684210526315,4,0,0,52.27076888386752,1950s
BLZ,29.954545454545453,5,0,0,51.59748221788558,1950s
BLZ,36.90909090909091,6,0,0,44.53784726906445,1950s
BLZ,43.421052631578945,7,0,0,63.59543582743939,1950s
BLZ,49.421052631578945,8,0,0,65.44554023877967,1950s
BLZ,56,9,0,0,64.1429367633401,1950s
BLZ,62.473684210526315,10,0,0,74.13133574229096,1950s
BLZ,4,1,0,0,37.33337033549792,1960s
BLZ,10.5625,2,0,0,30.44369006436588,1960s
BLZ,17,3,0,0,45.31365700293238,1960s
BLZ,24,4,0,0,39.65433959271749,1960s
BLZ,30.483870967741936,5,0,0,35.88565472847607,1960s
BLZ,36.94736842105263,6,0,0,53.97096842144425,1960s
BLZ,43.5,7,0,0,56.80345563618029,1960s
BLZ,49.972972972972975,8,0,0,60.573012373324396,1960s
BLZ,56.484848484848484,9,0,0,57.758252342294774,1960s
BLZ,62.76470588235294,10,0,0,69.93380950708654,1960s
BLZ,4.5,1,0,0,34.548260402621885,1970s
BLZ,12.028571428571428,2,0,0,38.01401961783036,1970s
BLZ,19,3,0,0,35.512724509524304,1970s
BLZ,26,4,0,0,40.28199103842794,1970s
BLZ,33,5,0,0,54.99830849628224,1970s
BLZ,39.50819672131148,6,0,0,53.71011655497856,1970s
BLZ,46.54430379746835,7,0,0,54.81309150088931,1970s
BLZ,53.94285714285714,8,0,0,60.912594210567946,1970s
BLZ,61.04225352112676,9,0,0,64.81297895976205,1970s
BLZ,67.5,10,0,0,73.97479175366968,1970s
BLZ,4.488372093023256,1,0,0,34.756617668440306,1980s
BLZ,12.027027027027026,2,0,0,33.69724067991691,1980s
BLZ,19,3,0,0,34.17702193039744,1980s
BLZ,26.027027027027028,4,0,0,48.88903387021673,1980s
BLZ,32.972972972972975,5,0,0,45.00602213063438,1980s
BLZ,40,6,0,0,54.35872008923083,1980s
BLZ,46.972972972972975,7,0,0,61.57717860056661,1980s
BLZ,54.48837209302326,8,0,0,60.96969436593925,1980s
BLZ,62.027027027027025,9,0,0,60.38838362448928,1980s
BLZ,68.60606060606061,10,0,0,74.41862343443422,1980s
BLZ,4.470588235294118,1,0,0,38.99418772695902,1990s
BLZ,12.03448275862069,2,0,0,45.71758475901448,1990s
BLZ,19.515151515151516,3,0,0,41.81146065103144,1990s
BLZ,27.033333333333335,4,0,0,41.792577608724685,1990s
BLZ,34,5,0,0,48.14107095577788,1990s
BLZ,41.470588235294116,6,0,0,50.10141473105158,1990s
BLZ,49,7,0,0,56.57852856074967,1990s
BLZ,56.55882352941177,8,0,0,62.132007634306966,1990s
BLZ,64.06896551724138,9,0,0,78.18610446595274,1990s
BLZ,71.07142857142857,10,0,0,79.07859003794717,1990s
BOL,3.6285714285714286,1,0,0,25.995270296513247,Before 1950s
BOL,9.685714285714285,2,0,0,28.873658610171347,Before 1950s
BOL,14.294117647058824,3,0,0,32.09065678397485,Before 1950s
BOL,20.075,4,0,0,28.799467935958035,Before 1950s
BOL,26.4,5,0,0,30.272400040085643,Before 1950s
BOL,35.542857142857144,6,0,0,46.9873764191995,Before 1950s
BOL,44.973684210526315,7,0,0,56.39366605726557,Before 1950s
BOL,50.38709677419355,8,0,0,61.15901044170119,Before 1950s
BOL,57.945945945945944,9,0,0,67.05836992903359,Before 1950s
BOL,64.93333333333334,10,0,0,82.6171654456363,Before 1950s
BOL,3.5084745762711864,1,0,0,23.679825366868585,1950s
BOL,9.37037037037037,2,0,0,27.15972496945509,1950s
BOL,15.607142857142858,3,0,0,32.680226150131716,1950s
BOL,22,4,0,0,36.471352094483684,1950s
BOL,29.489795918367346,5,0,0,40.796674239288954,1950s
BOL,39.88135593220339,6,0,0,45.26407254965311,1950s
BOL,46.94642857142857,7,0,0,56.290264121213646,1950s
BOL,54.63636363636363,8,0,0,61.75011342597081,1950s
BOL,62.92982456140351,9,0,0,72.88323056721333,1950s
BOL,70.83018867924528,10,0,0,83.06760627527396,1950s
BOL,3.9529411764705884,1,0,0,26.33787964020919,1960s
BOL,10.337349397590362,2,0,0,33.18515521339379,1960s
BOL,15.873239436619718,3,0,0,30.170748502442947,1960s
BOL,22.205128205128204,4,0,0,37.21253932164414,1960s
BOL,33.28735632183908,5,0,0,43.66368287587771,1960s
BOL,40.43589743589744,6,0,0,48.51787621661576,1960s
BOL,45.93421052631579,7,0,0,58.70147397973705,1960s
BOL,54.2,8,0,0,63.21159454580649,1960s
BOL,61.207317073170735,9,0,0,74.62391158900842,1960s
BOL,69.36842105263158,10,0,0,83.11762029675009,1960s
BOL,3.2523364485981308,1,0,0,25.253215860921117,1970s
BOL,9.432692307692308,2,0,0,27.691865298408764,1970s
BOL,19.05217391304348,3,0,0,43.33833425906257,1970s
BOL,27.692307692307693,4,0,0,44.566399248981945,1970s
BOL,33.255102040816325,5,0,0,47.114511020053165,1970s
BOL,40.01960784313726,6,0,0,52.86490414746024,1970s
BOL,49.7037037037037,7,0,0,58.94939839719992,1970s
BOL,56.66346153846154,8,0,0,59.77930687439431,1970s
BOL,63.95145631067961,9,0,0,68.31581209494166,1970s
BOL,71.47826086956522,10,0,0,80.4559862218779,1970s
BOL,3.4191176470588234,1,0,0,21.992943724583583,1980s
BOL,11.88888888888889,2,0,0,36.09588375570311,1980s
BOL,19.59285714285714,3,0,0,40.295756364125914,1980s
BOL,25.480916030534353,4,0,0,49.22261763793269,1980s
BOL,31.8125,5,0,0,48.59353159805318,1980s
BOL,41.488,6,0,0,61.248650491622236,1980s
BOL,48.56204379562044,7,0,0,58.638046282221495,1980s
BOL,56.51063829787234,8,0,0,58.066957284722164,1980s
BOL,63.611111111111114,9,0,0,67.58907732766812,1980s
BOL,70.94488188976378,10,0,0,81.77520597315508,1980s
BOL,4.039370078740157,1,0,0,30.239467408994916,1990s
BOL,11.55084745762712,2,0,0,35.37496328895246,1990s
BOL,17.908333333333335,3,0,0,46.43327067992941,1990s
BOL,25.642857142857142,4,0,0,54.67135118756723,1990s
BOL,36.70247933884298,5,0,0,53.39409227073596,1990s
BOL,43.9344262295082,6,0,0,57.54600356557682,1990s
BOL,51.68141592920354,7,0,0,49.180139569679085,1990s
BOL,59.99212598425197,8,0,0,59.15905973533829,1990s
BOL,68.41739130434783,9,0,0,72.63815821940882,1990s
BOL,76.26050420168067,10,0,0,73.2571935751035,1990s
BRA,10.5625,1,0,0,19.578817850340513,Before 1950s
BRA,14.76923076923077,2,0,0,39.64367109236836,Before 1950s
BRA,19.46153846153846,3,0,0,43.51303145958449,Before 1950s
BRA,25.428571428571427,4,0,0,37.47178115387692,Before 1950s
BRA,31.125,5,0,0,59.13981801815315,Before 1950s
BRA,35.333333333333336,6,0,0,55.47717363377749,Before 1950s
BRA,42.142857142857146,7,0,0,47.652462926934966,Before 1950s
BRA,48.6,8,0,0,53.420820223286384,Before 1950s
BRA,54.07692307692308,9,0,0,70.2900538710721,Before 1950s
BRA,60.15384615384615,10,0,0,78.83597038630386,Before 1950s
BRA,7.615384615384615,1,0,0,22.968535318814492,1950s
BRA,12.714285714285714,2,0,0,30.900253489548735,1950s
BRA,18.423076923076923,3,0,0,45.66517313903322,1950s
BRA,22.526315789473685,4,0,0,38.93338599754322,1950s
BRA,28.875,5,0,0,50.302544494103685,1950s
BRA,34.4,6,0,0,58.605238317525576,1950s
BRA,39.88,7,0,0,58.454626010246336,1950s
BRA,45.80952380952381,8,0,0,71.17510041728411,1950s
BRA,52.17391304347826,9,0,0,73.52233427140885,1950s
BRA,58.2,10,0,0,77.73108238738443,1950s
BRA,6,1,0,0,24.122468389088503,1960s
BRA,11.485714285714286,2,0,0,42.55827356985977,1960s
BRA,15.766666666666667,3,0,0,46.27347221104813,1960s
BRA,20.774193548387096,4,0,0,39.61870514108681,1960s
BRA,28.375,5,0,0,45.91589405796966,1960s
BRA,33.8974358974359,6,0,0,56.17357907688494,1960s
BRA,38.392857142857146,7,0,0,65.62233584741881,1960s
BRA,43.935483870967744,8,0,0,63.76193401699355,1960s
BRA,49.1,9,0,0,77.10798982912654,1960s
BRA,56.53125,10,0,0,78.3479451645202,1960s
BRA,5.4363636363636365,1,0,0,29.41324789789445,1970s
BRA,11.255813953488373,2,0,0,40.279067312746314,1970s
BRA,18.3015873015873,3,0,0,52.23834045145088,1970s
BRA,26.333333333333332,4,0,0,54.78264741237588,1970s
BRA,31.810344827586206,5,0,0,54.180850261138524,1970s
BRA,36.80487804878049,6,0,0,65.28156797930602,1970s
BRA,44.08,7,0,0,62.58996120207385,1970s
BRA,49.76923076923077,8,0,0,65.41646947850548,1970s
BRA,57.53061224489796,9,0,0,70.72900995888757,1970s
BRA,63.175,10,0,0,79.5117997371335,1970s
BRA,4,1,0,0,31.61181789935532,1980s
BRA,11.278688524590164,2,0,0,45.263985683726304,1980s
BRA,18.77777777777778,3,0,0,52.62538939188578,1980s
BRA,23.833333333333332,4,0,0,54.32900639988595,1980s
BRA,30.38,5,0,0,49.21156626432696,1980s
BRA,37.271186440677965,6,0,0,65.57552295393116,1980s
BRA,42.82608695652174,7,0,0,59.038197891166256,1980s
BRA,51.224137931034484,8,0,0,63.19136286971782,1980s
BRA,57.87719298245614,9,0,0,68.99794340725448,1980s
BRA,63,10,0,0,79.27269737826902,1980s
BRA,5.720588235294118,1,0,0,36.15695270887271,1990s
BRA,14.102941176470589,2,0,0,36.20901616828996,1990s
BRA,20.471698113207548,3,0,0,49.04857719076021,1990s
BRA,28.34328358208955,4,0,0,49.65524763724243,1990s
BRA,35.24193548387097,5,0,0,54.87028329155945,1990s
BRA,42.7,6,0,0,52.13437201986819,1990s
BRA,50.23529411764706,7,0,0,54.02571269299173,1990s
BRA,57.516666666666666,8,0,0,65.01976441413449,1990s
BRA,63.774193548387096,9,0,0,65.80055419399493,1990s
BRA,71.0327868852459,10,0,0,78.10652652444969,1990s
CHL,3.4375,1,0,0,21.13444422368806,Before 1950s
CHL,9,2,0,0,29.121463327426138,Before 1950s
CHL,14.41304347826087,3,0,0,38.61976025779058,Before 1950s
CHL,20.055555555555557,4,0,0,36.38278875707849,Before 1950s
CHL,25.568627450980394,5,0,0,47.62103644866069,Before 1950s
CHL,30.605263157894736,6,0,0,56.355564307973495,Before 1950s
CHL,36.04651162790697,7,0,0,61.819775830880076,Before 1950s
CHL,42.02325581395349,8,0,0,66.36761307015595,Before 1950s
CHL,48.3,9,0,0,69.49724580543862,Before 1950s
CHL,53.51428571428571,10,0,0,87.90527905636507,Before 1950s
CHL,3.6956521739130435,1,0,0,21.49505574488341,1950s
CHL,9.35135135135135,2,0,0,34.2239447444634,1950s
CHL,15.390243902439025,3,0,0,37.20903897886935,1950s
CHL,21.58139534883721,4,0,0,41.60632957608735,1950s
CHL,28.047619047619047,5,0,0,56.57562934036753,1950s
CHL,34.53846153846154,6,0,0,45.65369660291367,1950s
CHL,40.35,7,0,0,63.9798895543642,1950s
CHL,47.12765957446808,8,0,0,65.89868271802816,1950s
CHL,53.083333333333336,9,0,0,72.95980296588658,1950s
CHL,58.45,10,0,0,76.74759620162433,1950s
CHL,3.3278688524590163,1,0,0,28.36517657500639,1960s
CHL,10.096774193548388,2,0,0,34.75022022994665,1960s
CHL,17.484848484848484,3,0,0,44.731257379727495,1960s
CHL,24.389830508474578,4,0,0,38.5338270862683,1960s
CHL,31.107142857142858,5,0,0,52.06259501379181,1960s
CHL,38.44444444444444,6,0,0,49.812644441960416,1960s
CHL,45.98275862068966,7,0,0,59.674174961332845,1960s
CHL,53.07692307692308,8,0,0,59.61356336952997,1960s
CHL,59.68421052631579,9,0,0,71.23748665428904,1960s
CHL,65.87719298245614,10,0,0,80.42591655113682,1960s
CHL,3.4444444444444446,1,0,0,33.0848315086378,1970s
CHL,9.904761904761905,2,0,0,39.542695329381026,1970s
CHL,17.09375,3,0,0,44.087329489421435,1970s
CHL,23.890625,4,0,0,49.40073835101731,1970s
CHL,30.81967213114754,5,0,0,46.401670475730114,1970s
CHL,39.19444444444444,6,0,0,57.59626782629046,1970s
CHL,46.43636363636364,7,0,0,53.39228005918339,1970s
CHL,53.1764705882353,8,0,0,67.3235952120045,1970s
CHL,61.15,9,0,0,71.84246679309761,1970s
CHL,67.96666666666667,10,0,0,80.84513246061107,1970s
CHL,3.984375,1,0,0,26.344259166975245,1980s
CHL,11.098591549295774,2,0,0,40.06586432022161,1980s
CHL,17.508196721311474,3,0,0,42.1879341740101,1980s
CHL,24.403225806451612,4,0,0,40.302123346736096,1980s
CHL,31.540983606557376,5,0,0,51.938536871875414,1980s
CHL,38.30769230769231,6,0,0,59.371232268046946,1980s
CHL,46,7,0,0,52.422952142474024,1980s
CHL,55.338235294117645,8,0,0,67.66023658307175,1980s
CHL,62.75806451612903,9,0,0,68.05948274342478,1980s
CHL,70.13793103448276,10,0,0,80.12600307953862,1980s
CHL,4.571428571428571,1,0,0,31.445100862736336,1990s
CHL,11.782608695652174,2,0,0,42.7973473184739,1990s
CHL,19.50980392156863,3,0,0,51.9097245656142,1990s
CHL,28.425531914893618,4,0,0,43.45282179640634,1990s
CHL,36.42307692307692,5,0,0,51.039265306689984,1990s
CHL,47.02040816326531,6,0,0,57.16426922334239,1990s
CHL,54.94230769230769,7,0,0,57.18575954641578,1990s
CHL,61.875,8,0,0,59.81850880836462,1990s
CHL,69.70212765957447,9,0,0,64.99513802950605,1990s
CHL,77.85714285714286,10,0,0,69.71127981936148,1990s
COL,3.9047619047619047,1,0,0,37.23568791023865,Before 1950s
COL,11.1,2,0,0,35.14777279591493,Before 1950s
COL,17.529411764705884,3,0,0,37.66291626046591,Before 1950s
COL,24.857142857142858,4,0,0,40.90376350644123,Before 1950s
COL,31.36842105263158,5,0,0,25.74492057585768,Before 1950s
COL,37.5,6,0,0,61.28857736604394,Before 1950s
COL,44.04545454545455,7,0,0,56.43624435785951,Before 1950s
COL,50.5,8,0,0,59.277724171705735,Before 1950s
COL,56.578947368421055,9,0,0,69.5969324273756,Before 1950s
COL,62.35294117647059,10,0,0,82.16332351727795,Before 1950s
COL,3.9310344827586206,1,0,0,28.616695794357156,1950s
COL,11.10344827586207,2,0,0,35.366305830055964,1950s
COL,18.533333333333335,3,0,0,31.37102400609949,1950s
COL,25.93103448275862,4,0,0,44.483992882128156,1950s
COL,33.54838709677419,5,0,0,46.693678637942725,1950s
COL,40.77777777777778,6,0,0,59.25103273386028,1950s
COL,47.89655172413793,7,0,0,62.394942980299135,1950s
COL,55,8,0,0,65.92906869078428,1950s
COL,61.93103448275862,9,0,0,65.92833255518269,1950s
COL,68.81481481481481,10,0,0,81.44695388435527,1950s
COL,4.069767441860465,1,0,0,29.241427376171995,1960s
COL,11,2,0,0,30.739495825809513,1960s
COL,18.574468085106382,3,0,0,38.95552643748463,1960s
COL,26.048780487804876,4,0,0,45.75376827821278,1960s
COL,33,5,0,0,43.7216560402842,1960s
COL,40,6,0,0,51.06815981757448,1960s
COL,46.97560975609756,7,0,0,53.03046563827731,1960s
COL,54.53191489361702,8,0,0,63.987811632027835,1960s
COL,61.97674418604651,9,0,0,67.556254291679,1960s
COL,68.48648648648648,10,0,0,82.38535476845081,1960s
COL,4.633802816901408,1,0,0,31.17580437982891,1970s
COL,12.48611111111111,2,0,0,36.97120754398007,1970s
COL,20.03174603174603,3,0,0,42.57794640921059,1970s
COL,27.015384615384615,4,0,0,45.024425781584,1970s
COL,33.90769230769231,5,0,0,51.90567755453238,1970s
COL,41.445945945945944,6,0,0,54.7471952727447,1970s
COL,49.015625,7,0,0,56.057648182367046,1970s
COL,55.98412698412698,8,0,0,54.20331237693182,1970s
COL,63.59154929577465,9,0,0,63.51684173596272,1970s
COL,70.88888888888889,10,0,0,82.17023272149694,1970s
COL,4.473684210526316,1,0,0,25.974097047527763,1980s
COL,11.952941176470588,2,0,0,38.71221183231137,1980s
COL,19.4375,3,0,0,43.230151299344975,1980s
COL,27.47872340425532,4,0,0,48.245504567326286,1980s
COL,35.04819277108434,5,0,0,52.55764133010373,1980s
COL,42.43617021276596,6,0,0,55.012127060773516,1980s
COL,49.94047619047619,7,0,0,59.65290269119511,1980s
COL,57.505050505050505,8,0,0,64.23294156989202,1980s
COL,64.97647058823529,9,0,0,76.37495630613452,1980s
COL,71.91666666666667,10,0,0,80.5636162782433,1980s
COL,4.892857142857143,1,0,0,36.040663885662674,1990s
COL,13.492957746478874,2,0,0,50.52179030073876,1990s
COL,21.473684210526315,3,0,0,34.69249585407213,1990s
COL,29.486842105263158,4,0,0,55.86790808454954,1990s
COL,37.52,5,0,0,46.79468314377505,1990s
COL,45.534246575342465,6,0,0,52.54325958572332,1990s
COL,53.567567567567565,7,0,0,59.785083398426316,1990s
COL,61.526315789473685,8,0,0,65.57715892879799,1990s
COL,69.45454545454545,9,0,0,73.91622741786533,1990s
COL,77.2,10,0,0,72.56358519914876,1990s
CRI,4.531914893617022,1,0,0,32.002567096597716,Before 1950s
CRI,12,2,0,0,35.21163321866048,Before 1950s
CRI,18.95,3,0,0,36.88509067790567,Before 1950s
CRI,26.522727272727273,4,0,0,40.418928368098065,Before 1950s
CRI,34,5,0,0,52.059504229540885,Before 1950s
CRI,41.53191489361702,6,0,0,52.84429563030578,Before 1950s
CRI,48.925,7,0,0,54.3204942769331,Before 1950s
CRI,55.926829268292686,8,0,0,54.271235452197445,Before 1950s
CRI,62.95348837209303,9,0,0,64.69347229658945,Before 1950s
CRI,70.09756097560975,10,0,0,78.05191842103592,Before 1950s
CRI,5,1,0,0,23.6246384582433,1950s
CRI,13.30232558139535,2,0,0,38.16514117311373,1950s
CRI,21.943396226415093,3,0,0,39.09406230663061,1950s
CRI,30.5,4,0,0,46.21700724045504,1950s
CRI,38.5,5,0,0,53.90514281262694,1950s
CRI,46.43478260869565,6,0,0,58.37578824760056,1950s
CRI,54.41304347826087,7,0,0,56.48400057801897,1950s
CRI,62.5,8,0,0,56.474607183133394,1950s
CRI,71.06,9,0,0,66.82126102985625,1950s
CRI,79.58695652173913,10,0,0,80.0032900029414,1950s
CRI,5.065573770491803,1,0,0,34.03040209541069,1960s
CRI,13.966666666666667,2,0,0,43.76309625511303,1960s
CRI,22.916666666666668,3,0,0,43.25382013436721,1960s
CRI,32.03174603174603,4,0,0,42.93636745062993,1960s
CRI,40.95161290322581,5,0,0,56.168388648926665,1960s
CRI,49.5,6,0,0,55.96513308070687,1960s
CRI,57.967213114754095,7,0,0,54.29138872004324,1960s
CRI,67.06557377049181,8,0,0,57.87079305548378,1960s
CRI,75.5,9,0,0,68.44458926740057,1960s
CRI,84.11666666666666,10,0,0,73.17450273067456,1960s
CRI,4.971014492753623,1,0,0,31.25078873897459,1970s
CRI,14.029411764705882,2,0,0,31.93115808164064,1970s
CRI,23.085714285714285,3,0,0,46.61045722367493,1970s
CRI,31.939393939393938,4,0,0,48.01267923734143,1970s
CRI,41.014925373134325,5,0,0,50.932462436523586,1970s
CRI,50.130434782608695,6,0,0,53.824094958960075,1970s
CRI,58.516129032258064,7,0,0,61.850557849396985,1970s
CRI,67.56338028169014,8,0,0,59.372387112209275,1970s
CRI,76.56451612903226,9,0,0,65.97196307883011,1970s
CRI,84.83333333333333,10,0,0,78.07597875595228,1970s
CRI,5.438775510204081,1,0,0,32.119076170176854,1980s
CRI,14.573170731707316,2,0,0,36.22450400095581,1980s
CRI,23.541666666666668,3,0,0,44.367313492218074,1980s
CRI,33.064516129032256,4,0,0,49.31290078988152,1980s
CRI,41.506024096385545,5,0,0,52.77198253565887,1980s
CRI,49.891304347826086,6,0,0,49.3234557983436,1980s
CRI,59,7,0,0,60.803325150099504,1980s
CRI,68.05434782608695,8,0,0,57.001282179903676,1980s
CRI,77.01086956521739,9,0,0,68.77037777023638,1980s
CRI,85.42682926829268,10,0,0,76.01758504691506,1980s
CRI,4.958904109589041,1,0,0,36.26928341687516,1990s
