colorr,epct05,epct25,epct50,epct75,epct95,boot
6,9.951891062764172,18.28768503176678,28.70742749302004,39.1271699542733,47.46296392327591,20
7,7.862000893989588,17.214498606546933,28.905120747243615,40.5957428879403,49.94824060049764,20
8,10.188585909628818,20.471993130883625,33.32625215745214,46.18051118402066,56.463918405275464,20
9,5.925573811728622,14.558604965632913,25.34989390801328,36.14118285039364,44.77421400429793,20
1,19.91219123492738,29.328322282805605,41.09848609265339,52.86864990250116,62.284780950379385,21
2,19.078350767651578,27.063452768829876,37.04483027030275,47.02620777177562,55.01130977295392,21
3,18.22143621119371,26.476034457117944,36.79428226452324,47.11253007192854,55.367128317852774,21
4,15.078504921234511,23.153348600996665,33.24690320069935,43.34045780040205,51.415301480164196,21
5,13.10646022568071,21.35557143820077,31.66696045385084,41.97834946950091,50.22746068202097,21
6,10.620403527451554,19.02533183027878,29.531492208812814,40.03765258734685,48.44258089017408,21
7,8.250358290862366,17.14253552237166,28.25775706175827,39.37297860114488,48.26515583265417,21
8,9.975949551091846,20.177010972787436,32.92833774990692,45.67966452702641,55.880725948722,21
9,8.479485734624706,17.723594439356642,29.278730320271563,40.83386620118648,50.07797490591842,21
1,19.79367097158767,29.331066147956783,41.252810118418175,53.17455408887957,62.711949265248684,22
2,17.385571973191595,25.1292108807638,34.808759515229056,44.48830814969431,52.231947057266524,22
3,16.766507615607026,24.98561118574085,35.25949064840814,45.53337011107542,53.75247368120925,22
4,14.346563169100438,22.457996854743946,32.597288961798334,42.736581068852715,50.848014754496234,22
5,12.09598731984817,20.26808123673928,30.48319863285317,40.698316028967064,48.87040994585817,22
6,9.741207695541195,18.191843378903258,28.755137983105833,39.31843258730841,47.769068270670466,22
7,6.749083020682134,15.762869294727736,27.030102137284736,38.29733497984174,47.31112125388734,22
8,7.165491411489235,17.38109899112274,30.150608465664625,42.92011794020651,53.135725519840015,22
9,5.285529210232147,15.831962512396407,29.01500414010173,42.19804576780705,52.74447906997131,22
1,27.700667016114203,36.98449181337593,48.5892728099531,60.194053806530256,69.47787860379199,23
2,23.855134906508265,31.282044428865788,40.5656813318127,49.84931823475959,57.27622775711712,23
3,23.741476135813553,31.891275543866207,42.07852480393203,52.26577406399784,60.4155734720505,23
4,20.257360338559796,28.274681130605337,38.29633212066226,48.31798311071918,56.33530390276472,23
5,18.394750510860938,26.741237404225803,37.174346020931885,47.60745463763797,55.95394153100283,23
6,16.60907662825365,25.148474610394825,35.822722088071295,46.49696956574776,55.036367547888936,23
7,12.423039871400498,21.265968191532217,32.31962859169687,43.373288991861514,52.21621731199323,23
8,13.854569930661313,24.12304033937,36.95862835025586,49.79421636114172,60.06268676985041,23
9,10.811053871718757,20.430244599968002,32.45423301027956,44.47822142059111,54.09741214884036,23
1,17.682165672126988,26.80337203697665,38.20487999303873,49.606387949100814,58.727594313950476,24
2,18.316506607980493,26.85323197904349,37.524138692872235,48.19504540670098,56.73177077776398,24
3,17.037630338511946,25.181516088888504,35.361373276859204,45.5412304648299,53.68511621520646,24
4,13.479698403232158,21.520177520834892,31.570776417838307,41.62137531484173,49.66185443244446,24
5,11.227432757119782,19.76839061695436,30.44458794174758,41.12078526654081,49.661743126375384,24
6,9.783548734188928,18.539719145485744,29.484932159606764,40.43014517372778,49.186315585024595,24
7,6.635755828285998,15.503416721702347,26.587992838472786,37.67256895524322,46.54022984865957,24
8,7.645041248771168,17.24897671368288,29.253896044822522,41.258815375962165,50.86275084087387,24
9,5.454085826530207,14.816757514989211,26.520097125562966,38.223436736136726,47.58610842459573,24
1,17.960274293222753,26.11639871050729,36.31155423211296,46.50670975371863,54.66283417100317,25
2,17.262170836223884,25.62700956988192,36.083057986954465,46.53910640402702,54.90394513768506,25
3,16.376588861550907,24.63232694579722,34.95199955110512,45.271672156413004,53.52741024065932,25
4,12.787498149420426,20.99773795487598,31.26053771169542,41.52333746851487,49.73357727397041,25
5,12.01981735328096,20.541589994538278,31.193805796109928,41.84602159768158,50.36779423893889,25
6,8.548819799017487,16.846444647143436,27.218475707300872,37.59050676745831,45.88813161558426,25
7,5.0500342699241,14.299628228932134,25.861620677692176,37.423613126452224,46.673207085460255,25
8,8.047722932290593,18.462800166337743,31.481646708896676,44.500493251455616,54.91557048550276,25
9,6.582993470758554,15.911813621356439,27.572838809603795,39.233863997851145,48.56268414844904,25
1,20.68786064018032,29.27776834295493,40.01515297142319,50.75253759989145,59.34244530266606,26
2,19.575082090912595,27.11515774109248,36.54025230381734,45.965346866542205,53.50542251672209,26
3,17.21469168098701,25.174714530077534,35.12474309144069,45.07477165280385,53.03479450189437,26
4,15.980135325667998,24.43090194260966,34.994360213786734,45.55781848496381,54.00858510190547,26
5,13.280925412155346,21.412586817937733,31.577163575165716,41.741740332393704,49.873401738176085,26
6,12.520171306022396,20.996419828345942,31.591730481250373,42.1870411341548,50.66328965647835,26
7,8.109874127852464,16.60226031381182,27.217743046261017,37.833225778710215,46.32561196466957,26
8,9.562026349182691,19.26587490732915,31.395685605012222,43.52549630269529,53.22934486084175,26
9,7.932155654385722,16.61588779402419,27.47055296857227,38.32521814312035,47.00895028275882,26
1,20.64716445798885,29.587500689180573,40.76292097817022,51.93834126715987,60.87867749835159,27
2,18.1188181330741,25.56777916100483,34.87898044591824,44.19018173083165,51.639142758762375,27
3,17.64410950861596,25.56656356357293,35.46963113226914,45.37269870096536,53.29515275592233,27
4,14.45930269866472,22.246581574880196,31.980680170149537,41.714778765418885,49.50205764163435,27
5,10.919366531705915,19.08220794026321,29.285759700959826,39.48931146165644,47.65215287021374,27
6,9.816611517737751,18.694615067589773,29.7921195049048,40.88962394221983,49.76762749207185,27
7,6.703089861731765,15.535782256900578,26.576647750861596,37.61751324482261,46.450205639991424,27
8,6.5723538413833165,16.616180067685555,29.170962850563356,41.72574563344116,51.7695718597434,27
9,5.121230823575335,14.598541545581767,26.44517994808981,38.29181835059784,47.76912907260427,27
1,19.86385685765022,29.482928428451032,41.506767891952045,53.53060735545306,63.14967892625387,28
2,18.905432091425965,26.85205568058654,36.78533516703725,46.718614653487975,54.66523824264854,28
3,18.60968114929001,26.872836083415628,37.20177975107265,47.530723418729664,55.79387835285529,28
4,14.741180240155309,22.624867636356434,32.479476881607845,42.33408612685925,50.21777352306037,28
5,12.628542890669504,21.153290779072904,31.809225639577154,42.465160500081396,50.98990838848479,28
6,10.301433562988224,18.944121312544418,29.747480999489664,40.55084068643491,49.1935284359911,28
7,7.99017944448745,16.809894243531986,27.834537742337655,38.85918124114332,47.678896040187865,28
8,8.659027880535914,18.54894662240995,30.911345049752498,43.27374347709504,53.16366221896908,28
9,6.144338585204519,15.64478089330896,27.52033377843951,39.39588666357006,48.89632897167451,28
1,21.082899899935942,30.2664868024192,41.74597043052328,53.22545405862735,62.40904096111062,29
2,17.56600488375697,25.706465342813512,35.88204091663419,46.05761649045486,54.1980769495114,29
3,19.35140358047113,28.161859117549866,39.174928538898286,50.187997960246705,58.99845349732544,29
4,16.124140010940604,24.071429919748002,34.005542305757245,43.93965469176649,51.886944600573884,29
5,13.256547252346282,21.668446575961717,32.183320730481014,42.698194885000305,51.110094208615735,29
6,12.142252312866855,20.996160558742808,32.06354586608775,43.1309311734327,51.984839419308656,29
7,6.482705969586165,15.30056354154171,26.322885506486138,37.34520747143057,46.16306504338612,29
8,9.959051911033306,20.836462783351628,34.433226373749534,48.02998996414743,58.907400836465754,29
9,7.557963827332419,16.84220167805621,28.447498991460947,40.05279630486569,49.33703415558948,29
1,20.991156134468124,29.690156658184883,40.563907312830835,51.43765796747678,60.13665849119354,30
2,20.390459644569315,28.751503214854996,39.202807677712094,49.6541121405692,58.01515571085487,30
3,20.460985388238356,28.81283918567116,39.25265643246216,49.69247367925317,58.04432747668598,30
4,16.783050988892334,24.665397522634073,34.51833068981124,44.37126385698842,52.25361039073016,30
5,14.098264699541478,22.47445556401887,32.94469414461561,43.41493272521235,51.79112358968975,30
6,12.535951795490476,21.201618244289214,32.033701305287636,42.86578436628605,51.53145081508479,30
7,8.288869237301764,16.889788591090415,27.64093778332623,38.39208697556204,46.993006329350685,30
8,11.271515562318458,21.751455017394306,34.85137933623912,47.95130365508393,58.431243110159784,30
9,8.385363724226798,16.873147478946436,27.482877172345983,38.09260686574553,46.58039062046517,30
1,25.501728678044838,34.90733201386428,46.66433618363857,58.421340353412866,67.82694368923231,31
2,20.61435507374247,26.989486010783523,34.95839968208483,42.927313353386154,49.302444290427204,31
3,18.54733108610296,25.955426636275032,35.215546073990126,44.475665511705216,51.88376106187728,31
4,15.47509166049078,23.349016964635474,33.19142359481634,43.03383022499722,50.90775552914191,31
5,13.128128691964148,21.295818513317915,31.505430790010124,41.715043066702336,49.882732888056104,31
6,10.866419808924764,19.322698638709625,29.893047175940698,40.46339571317178,48.919674542956635,31
7,6.70148497150214,15.865473364934662,27.320458856725313,38.77544434851596,47.93943274194848,31
8,11.18996052657926,22.185497594637333,35.92991892970993,49.674340264782515,60.6698773328406,31
9,7.197578857063343,16.163420694370135,27.370722991003625,38.57802528763711,47.54386712494391,31
1,19.63288504138993,28.6449566084002,39.91004606716304,51.17513552592588,60.18720709293615,32
2,18.697356008375266,26.67337522373084,36.64339924292531,46.61342326211978,54.58944247747536,32
3,17.778675842488948,25.89012973867213,36.02944710890111,46.16876447913009,54.28021837531327,32
4,15.052086361521317,22.92024479686779,32.755442841050886,42.59064088523398,50.458799320580454,32
5,12.885372215627656,21.049146734034892,31.253864882043942,41.458583030052985,49.62235754846023,32
6,10.886640417773691,19.27387787161986,29.757924688927574,40.24197150623529,48.629208960081456,32
7,7.19494833686012,16.23256992322285,27.529596906176266,38.82662388912968,47.8642454754924,32
8,9.63222807510647,19.71069107078189,32.308769815376174,44.906848559970456,54.98531155564588,32
9,7.571507126931904,16.591606789550774,27.866731367824357,39.14185594609795,48.16195560871681,32
1,21.004052122620276,30.208137143228498,41.713243418988775,53.21834969474905,62.42243471535728,33
2,20.34502176159298,28.440598960478013,38.5600704590843,48.67954195769059,56.77511915657561,33
3,19.508363058970865,27.53395094452751,37.565935801473316,47.59792065841913,55.623508543975774,33
4,15.990255664755184,23.65827050410553,33.24328905329346,42.82830760248139,50.49632244183174,33
5,12.922341958278887,21.09174439613243,31.30349744344936,41.51525049076629,49.68465292861983,33
6,10.803975712768988,19.456441176595163,30.272023006377882,41.08760483616061,49.74007029998678,33
7,7.634277969319696,16.65778797306877,27.937175477755112,39.21656298244146,48.240072986190526,33
8,9.425179767283968,19.919234101206172,33.036802018608924,46.154369936011676,56.648424269933884,33
9,6.662070171793835,15.817208146443893,27.261130614756464,38.70505308306903,47.86019105771909,33
1,17.430360365437377,26.98628172402576,38.93118342226123,50.876085120496704,60.43200647908508,34
2,17.330262664807186,25.658693636748875,36.069232351675986,46.47977106660309,54.808202038544785,34
3,15.271240217595084,23.39631925859166,33.55266805983737,43.70901686108309,51.83409590207967,34
4,13.266426213028424,21.838154564861018,32.55281500465176,43.2674754444425,51.8392037962751,34
5,11.270147432772402,19.70809483139957,30.255529079683527,40.80296332796748,49.24091072659465,34
6,9.62667116774939,18.214511530477775,28.949311983888254,39.68411243729873,48.271952800027115,34
7,5.066520291709475,14.09724295782876,25.385646290477865,36.674049623126976,45.704772289246264,34
8,7.840248235588726,18.485395878463457,31.79183043205687,45.09826498565028,55.743412628525014,34
9,5.342155853826244,14.596859743826817,26.165239606327532,37.733619468828245,46.98832335882882,34
1,22.592170470426503,30.728132726994776,40.89808554770512,51.06803836841546,59.204000624983735,35
2,21.841641667084325,29.668387278946632,39.45181929377452,49.2352513086024,57.06199692046471,35
3,21.126704644395836,28.950593182139038,38.730453854318036,48.51031452649704,56.33420306424024,35
4,17.15641065763479,24.78714117266265,34.32555431644747,43.863967460232296,51.49469797526016,35
5,14.996677912802266,23.238220769003377,33.54014933925477,43.842077909506145,52.08362076570725,35
6,13.428190777843731,21.98843340554459,32.68873669017067,43.389039974796745,51.949282602497604,35
7,9.091655944801209,18.170422591898337,29.518880900769744,40.86733920964116,49.946105856738285,35
8,13.384737143931616,24.076073592553424,37.44024415333068,50.80441471410795,61.49575116272976,35
9,11.389222009291748,20.2722155079776,31.375957381334906,42.479699254692214,51.36269275337806,35
