"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Aruba","ABW","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.945131434941036","0.965521820375456","0.979810964986354","1.0078286001779","1.04895437630747","1.0620416037598","1.07715577121248","1.0981345949536","1.15724761544654","1.16587273956948","1.15233411641212","1.19107434131001","1.22561363481343","1.22851370600286","1.22227797444107","1.22486029928716","1.22389837446012","1.26279574874322","1.3015391907154","1.31400044472694","1.29007138608678","1.30294060707092","1.31780135631561","1.28514099121094","1.30884277820587","1.36231791973114","1.35504460334778","1.35068964958191","","","",
"Afghanistan","AFG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19029673316301","10.0743573048302","10.9159997752198","11.7414972399758","12.2171401768113","14.5777876954931","14.5994026097949","14.1754916267219","14.5467283978414","16.6134779097919","17.2422638894206","17.5094188570492","17.0358776005124","17.0225200169416","17.4458279431472","17.2055580487587","17.1443094288309","17.9144826699909","",
"Angola","AGO","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.05839348552273E-08","2.11214386729165E-08","1.1905526044368E-07","1.18368006087212E-06","2.63770589725586E-05","0.000497458133291482","0.0239397490484768","0.045997781415013","0.0633887550520326","0.410849904666218","2.0817436854744","4.20352124251493","10.0339099687072","19.1036725932541","24.8236690091313","34.2751856401948","38.9633351201719","39.5788394842837","46.3437816747658","38.2842027861485","50.0527643624256","64.6057510375977","65.6816711425781","66.0193710327148","65.0006713867188","68.1820449829102","80.7789688110352","92.9517211914063","117.116076330122","146.167167826781","",
"Albania","ALB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33852143786477","3.06536651060821","9.97977039407506","21.9982333461036","29.2581718998009","31.4768383603289","35.4241447093876","38.7377161702911","40.7190467076631","41.1016311795969","42.0093170796519","42.8057661116812","42.9264174296511","44.641970640935","44.9392811873901","45.5272209119497","44.4659668780888","44.6811991685175","44.5612197392924","44.2954883191141","44.1665973267574","43.8576795777798","43.6550990559766","44.1136711198315","42.8939996417697","42.6944390538413","42.6537942794049","41.3932778528647","41.250307033105","40.5665735661516","",
"Andorra","AND","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Arab Emirates","ARE","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.16701719558272","1.13799570531077","1.13274313075585","1.12066822794311","1.09435806545807","1.11376608970096","1.15688143905669","1.12644021526919","1.06651261514282","1.14010147563441","1.24296563367315","1.18771294991743","1.21330804170742","1.23969653601493","1.30982510057852","1.48018394053063","1.6085672174308","1.76282987277529","2.04967252716532","1.72531819656172","1.91845862537431","2.12660837173462","2.17772459983826","2.21331596374512","2.18256711959839","2.18778467178345","2.18975210189819","2.22179198265076","2.346952366031","2.25850307596397","",
"Argentina","ARG","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.293642788186282","0.683116557430102","0.77523999707409","0.730329409203853","0.735434659770053","0.743129894233817","0.729385404507235","0.713694800933323","0.693716389406148","0.671283862814114","0.66341649768666","0.642063803720318","0.825195078555923","0.895180744725721","1.03178803347406","1.10385832878798","1.21866090820724","1.36408481161634","1.6481014107406","1.88715394900075","2.25557148373002","2.73312783241272","3.21815371513367","3.94096684455872","5.45196390151978","6.86654806137085","9.29496574401855","10.2568216323853","14.0192879343719","20.7139578408443","",
"Armenia","ARM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00512600236846487","0.00889454420191292","0.0581619040103353","0.847217887177187","34.899729401101","89.2735841043365","104.844131260056","121.346787526888","132.83399712656","131.013884169714","126.388788854933","128.657680536308","129.640056962691","133.129238673832","137.77859126447","137.903942681756","140.034629551627","142.205110817136","147.846760399212","150.392352092723","160.209068988928","163.650009155273","157.963836669922","159.846099853516","165.185897827148","172.923522949219","161.228881835938","155.970703125","156.506218798286","155.770479651178","",
"American Samoa","ASM","PPP conversion factor, GDP (LCU per international $)","PA.NUS.PPP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
